Nama,Berat,Dimensi,Garansi,VGA,Tipe Penyimpanan,Processor,Penyimpanan,Ukuran Layar,Warna,RAM,Keyboard,Microsoft Office,Sistem Operasi,Brand,Tipe Layar,Harga
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 32GB DDR5 2TB SSD RTX3050TI-4GB 16.0 WQXGA 165HZ 4ZRGB WIN11 HOME GREY,5 kg,40 × 20 × 10 cm,,NVIDIA RTX3050,SSD,Intel Core i7,2TB,16 Inch,Grey,32GB,,,Windows 11 Home,Lenovo,Non Touchscreen,Rp23.599.000
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 32GB DDR5 1TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 165HZ 4ZRGB WIN11 HOME STORM GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,1TB,16 Inch,Grey,32GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp23.399.000
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 32GB DDR5 1TB SSD RTX3050TI-4GB 16.0 WQXGA 165HZ 4ZRGB WIN11 HOME GREY,5 kg,40 × 20 × 10 cm,,NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,Grey,32GB,,,Windows 11 Home,Lenovo,Non Touchscreen,Rp22.699.000
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 16GB DDR5 2TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 165HZ 4ZRGB WIN11 HOME STORM GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,2TB,16 Inch,Grey,16GB,,,Windows 11 Home,Lenovo,Non Touchscreen,Rp23.399.000
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 16GB DDR5 2TB SSD RTX3050TI-4GB 16.0 WQXGA 165HZ 4ZRGB WIN11 HOME GREY,5 kg,40 × 20 × 10 cm,,NVIDIA RTX3050,SSD,Intel Core i7,2TB,16 Inch,Grey,16GB,,,Windows 11 Home,Lenovo,Non Touchscreen,Rp22.699.000
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 16GB DDR5 1TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 165HZ 4ZRGB WIN11 HOME STORM GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp22.499.000
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 16GB 1TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 240HZ 4ZRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,1TB,16 Inch,Black,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp29.899.000
LENOVO LEGION 5I PRO 15 INTEL I7 12700H 64GB DDR5 2TB SSD RTX3070TI-8GB 15.6 FHD 165HZ 4ZRGB WIN11 HOME STORM GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,2TB,16 Inch,Grey,8GB,,,Windows 11 Home,Lenovo,Non Touchscreen,Rp25.699.000
LENOVO LEGION 5I PRO 15 INTEL I7 12700H 32GB DDR5 2TB SSD RTX3070TI-8GB 15.6 FHD 165HZ 4ZRGB WIN11 HOME STORM GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,2TB,16 Inch,Grey,32GB,,,Windows 11 Home,Lenovo,Non Touchscreen,Rp23.999.000
LENOVO LEGION 5I 15ITH INTEL I5 11400H 16GB 1TB NVME RTX3050-4GB 15.6 FHD 120HZ RGB WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Blue,16GB,,,Windows 11 Home,Lenovo,Non Touchscreen,Rp14.299.000
LENOVO LEGION 5I 15 INTEL I7 12700H 16GB 512GB RTX3060-6GB 15.6″ WQHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp21.799.000
LENOVO LEGION 5I 15 INTEL I7 12700H 16GB 512GB RTX3050TI-4GB 15.6″ FHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp19.199.000
LENOVO LEGION 5I 15 INTEL I7 12700H 16GB 1TB SSD RTX3060-6GB 15.6″ WQHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp22.499.000
LENOVO LEGION 5I 15 INTEL I7 12700H 16GB 1TB SSD RTX3050TI-4GB 15.6″ FHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp19.999.000
LENOVO LEGION 5 PRO 16 AMD RYZEN 7 7745HX 16GB DDR5 1TB SSD RTX4070-8GB 16.0 WQXGA 240HZ 4ZRGB WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp29.799.000
LENOVO LEGION 5 PRO 16 AMD RYZEN 7 7745HX 16GB DDR5 1TB SSD RTX4060-8GB 16.0 WQXGA 240HZ 4ZRGB WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp26.199.000
LENOVO LEGION 5 PRO 16 AMD RYZEN 7 6800H 16GB DDR5 2TB SSD RTX3070TI-8GB 16″ WQXGA 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp26.999.000
LENOVO LEGION 5 PRO 16 AMD RYZEN 7 6800H 16GB DDR5 2TB SSD RTX3070-8GB 16.0 WQXGA 165HZ 4ZRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,AMD Ryzen 7,2TB,16 Inch,Black,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp26.299.000
LENOVO LEGION 5 PRO 16 AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3070TI-8GB 16″ WQXGA 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp25.699.000
LENOVO LEGION 5 PRO 16 AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3070-8GB 16.0 WQXGA 165HZ 4ZRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,AMD Ryzen 7,1TB,16 Inch,Black,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp25.299.000
LENOVO LEGION 5 15 INTEL I7 12700H 16GB DDR5 2TB SSD RTX3070TI-8GB 15.6 FHD 165HZ RGB WIN11HOME STORM GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i7,2TB,16 Inch,Grey,16GB,,,Windows 11 Home,Lenovo,Non Touchscreen,Rp23.499.000
LENOVO LEGION 5 15 AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3060-6GB 15.6″ FHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp20.299.000
LENOVO LEGION 5 15 AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050TI-4GB 15.6″ FHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp18.199.000
LENOVO LEGION 5 15 AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3060-6GB 15.6″ FHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp20.999.000
LENOVO LEGION 5 15 AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3050TI-4GB 15.6″ FHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp18.899.000
LENOVO LEGION 5 15 AMD RYZEN 7 5800H 32GB 1TB SSD RTX3070-8GB 15.6″ FHD 165HZ RGB WIN10HOME STINGRAY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,8GB,,,Windows 10 Home,Lenovo,Non Touchscreen,Rp20.999.000
LENOVO LEGION 5 15 AMD RYZEN 7 5800H 16GB 512GB RTX3060-6GB 15.6″ FHD IPS 165HZ RGB WIN11HOME BLUE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,512GB,16 Inch,Blue,16GB,,,Windows 11 Home,Lenovo,Non Touchscreen,Rp15.999.000
LENOVO LEGION 5 15 AMD RYZEN 5 5600H 8GB 512GB RTX3060-6GB 15.6″ FHD 165HZ RGB WIN11HOME STINGRAY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 5,512GB,16 Inch,Grey,8GB,,,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.499.000
LENOVO IDEAPAD SLIM 7 PRO X 14 AMD RYZEN 7 6800HS 32GB DDR5 2TB SSD RTX3050-4GB 14.5 3K 120HZ TOUCH BL WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,2TB,14 Inch,Grey,32GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Touchscreen,Rp20.499.000
LENOVO IDEAPAD SLIM 5I PRO 14 INTEL I7 1260P 16GB 1TB SSD RTX2050-4GB 14″ 2.2K 100SRGB BL WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.999.000
LENOVO IDEAPAD SLIM 5I PRO 14 INTEL I7 1260P 16GB 1TB SSD RTX2050-4GB 14″ 2.2K 100SRGB BL WIN11HOME + OHS CLOUD GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),NVIDIA RTX2050,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.999.000
LENOVO IDEAPAD SLIM 5I PRO 14 INTEL I7 1195G7 16GB 1TB SSD MX450-2GB 14″ 2.2K 100SRGB BL WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,1TB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp15.499.000
LENOVO IDEAPAD SLIM 5I PRO 14 INTEL I7 1195G7 16GB 1TB SSD MX450-2GB 14″ 2.2K 100SRGB BL WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,1TB,14 Inch,Blue,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp15.499.000
LENOVO IDEAPAD SLIM 5I 14 INTEL I7 1165G7 16GB 512GB MX450-2GB 14″ FHD IPS BL WIN11HOME + OHS + MCAFEE PLATINUM,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,512GB,14 Inch,Silver,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.799.000
LENOVO IDEAPAD SLIM 5I 14 INTEL I7 1165G7 16GB 512GB MX450-2GB 14″ FHD IPS BL WIN11HOME + OHS + MCAFEE GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,512GB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.799.000
LENOVO IDEAPAD SLIM 5I 14 INTEL I7 1165G7 16GB 512GB MX450-2GB 14″ FHD IPS BL WIN11HOME + OHS + MCAFEE BLUE,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,512GB,14 Inch,Blue,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.799.000
LENOVO IDEAPAD SLIM 5I 14 INTEL I5 1235U 16GB 512GB MX550-2GB 14.0 FHD IPS BL WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX550,SSD,Intel Core i5,512GB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp11.499.000
LENOVO IDEAPAD SLIM 5I 14 INTEL I5 1235U 16GB 512GB MX550-2GB 14.0 FHD IPS BL WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX550,SSD,Intel Core i5,512GB,14 Inch,Blue,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp11.499.000
LENOVO IDEAPAD SLIM 5 PRO 16 AMD RYZEN 7 6800HS 16GB DDR5 1TB SSD RTX3050TI-4GB 16.0 2.5K WQXGA IPS 120HZ 100SRGB BL WIN11HOME CLOUD GREY,5 kg,40 × 20 × 10 cm,LENOVO 3 YEAR + 3 YEAR ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,Backlit Keyboard,,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.499.000
LENOVO IDEAPAD SLIM 5 PRO 14 AMD RYZEN 7 6800HS 16GB DDR5 1TB SSD RTX3050TI-4GB 14″ 2.5K 120HZ 100SRGB BL WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.499.000
LENOVO IDEAPAD SLIM 5 PRO 14 AMD RYZEN 7 6800HS 16GB DDR5 1TB SSD RTX3050TI-4GB 14″ 2.5K 120HZ 100SRGB BL WIN11HOME + OHS COULD GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,AMD Ryzen 7,1TB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.499.000
LENOVO IDEAPAD SLIM 5 PRO 14 AMD RYZEN 7 5800U 16GB 512GB MX450-2GB 14.0 2.2K IPS 100SRGB BL WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + 1 YEAR ADP (SERVICE & SPAREPART),NVIDIA MX450,SSD,AMD Ryzen 7,512GB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp11.899.000
LENOVO IDEAPAD SLIM 5 PRO 14 AMD RYZEN 7 5800U 16GB 512GB MX450-2GB 14.0 2.2K IPS 100SRGB BL WIN11HOME + OHS COULD GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + 1 YEAR ADP (SERVICE & SPAREPART),NVIDIA MX450,SSD,AMD Ryzen 7,512GB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp11.899.000
LENOVO IDEAPAD SLIM 5 PRO 14 AMD RYZEN 5 5600U 16GB 512GB MX450-2GB 14.0 2.2K IPS 100SRGB BL WIN11HOME + OHS STORM GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + 1 YEAR ADP (SERVICE & SPAREPART),NVIDIA MX450,SSD,AMD Ryzen 5,512GB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp10.999.000
LENOVO IDEAPAD SLIM 5 PRO 14 AMD RYZEN 5 5600U 16GB 512GB MX450-2GB 14.0 2.2K IPS 100SRGB BL WIN11HOME + OHS COULD GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + 1 YEAR ADP (SERVICE & SPAREPART),NVIDIA MX450,SSD,AMD Ryzen 5,512GB,14 Inch,Grey,16GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp10.999.000
LENOVO IDEAPAD SLIM 3I 14 INTEL I7 1165G7 8GB 512GB MX450 14″ FHD IPS WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,512GB,14 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp12.099.000
LENOVO IDEAPAD SLIM 3I 14 INTEL I7 1165G7 8GB 512GB MX450 14″ FHD IPS WIN11HOME + OHS GOLD,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,512GB,14 Inch,Gold,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp12.099.000
LENOVO IDEAPAD SLIM 3I 14 INTEL I7 1165G7 8GB 512GB MX450 14″ FHD IPS WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX450,SSD,Intel Core i7,512GB,14 Inch,Blue,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp12.099.000
LENOVO IDEAPAD SLIM 3I 14 INTEL I5 1135G7 8GB 512GB MX350-2GB 14″ FHD BL WIN11HOME + OHS SAND,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,512GB,14 Inch,Gold,8GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp9.799.000
LENOVO IDEAPAD SLIM 3I 14 INTEL I5 1135G7 8GB 512GB MX350-2GB 14″ FHD BL WIN11HOME + OHS BLUE,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,512GB,14 Inch,Blue,8GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp9.799.000
LENOVO IDEAPAD SLIM 3I 14 INTEL I5 1135G7 8GB 512GB MX350-2GB 14″ FHD BL WIN11HOME + OHS ARTIC GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR (SERVICE & SPAREPART),NVIDIA MX350,SSD,Intel Core i5,512GB,14 Inch,Grey,8GB,Backlit Keyboard,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp9.799.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 8GB DDR5 512GB RTX3050TI-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,512GB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.399.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 8GB DDR5 512GB RTX3050-4GB 15.6″ FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp15.699.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 8GB DDR5 1TB SSD RTX3050TI-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.999.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 8GB DDR5 1TB SSD RTX3050-4GB 15.6″ FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.299.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 16GB DDR5 512GB RTX3050TI-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.999.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 16GB DDR5 512GB RTX3050-4GB 15.6″ FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.399.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 16GB DDR5 1TB SSD RTX3050TI-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050TI,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp17.499.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I7 12650H 16GB DDR5 1TB SSD RTX3050-4GB 15.6″ FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i7,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp16.999.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12500H 8GB DDR5 512GB RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp13.699.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12500H 8GB DDR5 1TB SSD RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Grey,8GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp14.299.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12500H 16GB DDR5 512GB RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp14.299.000
LENOVO IDEAPAD GAMING 3I 15 INTEL I5 12500H 16GB DDR5 1TB SSD RTX3050-4GB 15.6 FHD 165HZ 100SRGB 4ZRGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,LENOVO 2 YEAR + ADP (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,Intel Core i5,1TB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Lenovo,Non Touchscreen,Rp14.699.000
