Nama,Berat,Dimensi,Garansi,VGA,Tipe Penyimpanan,Processor,Penyimpanan,Ukuran Layar,Warna,RAM,Keyboard,Microsoft Office,Sistem Operasi,Brand,Tipe Layar,Harga
ASUS ROG ZEPHYRUS G15 GA503RM R736G6GO AMD RYZEN 7 6800HS 16GB 512GB RTX3060-6GB 15.6″ WQHD IPS 165HZ RGB WIN11HOME + OHS ECLIPSE GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp24.499.000
ASUS ROG ZEPHYRUS G14 GA402XV R946G7GO AMD RYZEN 9 7940HS 16GB DDR5 1TB SSD RTX4060-8GB NEBULA 14.0 WQXGA IPS 165HZ RGB ANIME WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,1TB,14 Inch,Grey,8GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp34.999.000
ASUS ROG ZEPHYRUS G14 GA402XV AMD RYZEN 9 7940HS 32GB DDR5 512GB RTX4060-8GB 14.0 WQXGA 165HZ BL WIN11HOME MOONLIGHT WHITE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,512GB,14 Inch,White,32GB,Backlit Keyboard,,Windows 11 Home,Asus,Non Touchscreen,Rp25.299.000
ASUS ROG ZEPHYRUS G14 GA402XV AMD RYZEN 9 7940HS 32GB DDR5 2TB SSD RTX4060-8GB 14.0 WQXGA 165HZ BL WIN11HOME MOONLIGHT WHITE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,2TB,14 Inch,White,32GB,Backlit Keyboard,,Windows 11 Home,Asus,Non Touchscreen,Rp27.199.000
ASUS ROG ZEPHYRUS G14 GA402XV AMD RYZEN 9 7940HS 32GB DDR5 1TB SSD RTX4060-8GB 14.0 WQXGA 165HZ BL WIN11HOME MOONLIGHT WHITE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,1TB,14 Inch,White,32GB,Backlit Keyboard,,Windows 11 Home,Asus,Non Touchscreen,Rp25.999.000
ASUS ROG ZEPHYRUS G14 GA402XV AMD RYZEN 9 7940HS 16GB DDR5 512GB RTX4060-8GB 14.0 WQXGA 165HZ BL WIN11HOME MOONLIGHT WHITE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,512GB,14 Inch,White,16GB,Backlit Keyboard,,Windows 11 Home,Asus,Non Touchscreen,Rp24.499.000
ASUS ROG ZEPHYRUS G14 GA402XV AMD RYZEN 9 7940HS 16GB DDR5 2TB SSD RTX4060-8GB 14.0 WQXGA 165HZ BL WIN11HOME MOONLIGHT WHITE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,2TB,14 Inch,White,16GB,Backlit Keyboard,,Windows 11 Home,Asus,Non Touchscreen,Rp26.399.000
ASUS ROG ZEPHYRUS G14 GA402XV AMD RYZEN 9 7940HS 16GB DDR5 1TB SSD RTX4060-8GB 14.0 WQXGA 165HZ BL WIN11HOME MOONLIGHT WHITE,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,AMD Ryzen 9,1TB,14 Inch,White,16GB,Backlit Keyboard,,Windows 11 Home,Asus,Non Touchscreen,Rp25.199.000
ASUS ROG ZEPHYRUS G14 GA402RK R9X7B7GO AMD RYZEN 9 6900HS 16GB 1TB SSD RX6800S-8GB 14″ WUXGA IPS 144HZ WIN10HOME + OHS ANIME MATRIX,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RX6800S,SSD,AMD Ryzen 9,1TB,14 Inch,White,8GB,,Gratis,Windows 10 Home,Asus,Non Touchscreen,Rp29.499.000
ASUS ROG ZEPHYRUS G14 GA402RK AMD RYZEN 9 6900HS 32GB DDR5 2TB SSD RX6800S-8GB 14.0 WQXGA 120HZ RGB WIN11PRO WHITE ANIME MATRIX,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RX6800S,SSD,AMD Ryzen 9,2TB,14 Inch,White,8GB,,,Windows 11 Pro,Asus,Non Touchscreen,Rp22.499.000
ASUS ROG ZEPHYRUS G14 GA402RK AMD RYZEN 9 6900HS 32GB DDR5 1TB SSD RX6800S-8GB 14.0 WQXGA 120HZ RGB WIN11PRO WHITE ANIME MATRIX,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RX6800S,SSD,AMD Ryzen 9,1TB,14 Inch,White,8GB,,,Windows 11 Pro,Asus,Non Touchscreen,Rp21.299.000
ASUS ROG ZEPHYRUS G14 GA402RJ R9X6B6GO AMD RYZEN 9 6900HS 16GB 512GB RX6700S-8GB 14″ WUXGA IPS 144HZ WIN11HOME + OHS ANIME MATRIX BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RX6700S,SSD,AMD Ryzen 9,512GB,14 Inch,Black,8GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp26.999.000
ASUS ROG ZEPHYRUS G14 GA402NJ R735K6GO AMD RYZEN 7 7735HS 16GB DDR5 512GB RTX4050-6GB 14.0 WUXGA IPS 144HZ RGB WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,AMD Ryzen 7,512GB,14 Inch,Grey,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp22.999.000
ASUS ROG ZEPHYRUS G14 GA401QC R735A6GO11 AMD RYZEN 7 5800HS 8GB 512GB RTX3050-4GB 14″ QHD IPS 120HZ IPS BL WIN11HOME + OHS GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,14 Inch,Grey,8GB,Backlit Keyboard,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp20.399.000
ASUS ROG ZEPHYRUS DUO 16 GX650RX R98RM7TO AMD RYZEN 9 6900H 32GB 2TB SSD RTX3080TI-16GB 16.0 MINI LED WQXGA 165HZ PKRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3080TI,SSD,AMD Ryzen 9,2TB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp54.499.000
ASUS ROG ZEPHYRUS DUO 16 GX650RW R97RM7TO AMD RYZEN 9 6900H 32GB 1TB SSD RTX3070TI-8GB 16.0 MINI LED WQXGA 165HZ PKRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 9,1TB,16 Inch,Black,8GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp43.999.000
ASUS ROG ZEPHYRUS DUO 16 GX650RM R936G7TO AMD RYZEN 9 6900H 16GB 1TB SSD RTX3060-6GB 16.0 WQXGA IPS 165HZ PKRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 9,1TB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp37.499.000
ASUS ROG ZEPHYRUS DUO 16 GX650RM R736G7TO AMD RYZEN 7 6800H 16GB 1TB SSD RTX3060-6GB 16.0 WQXGA IPS 165HZ PKRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp29.999.000
ASUS ROG ZEPHYRUS DUO 16 GX650RM AMD RYZEN 7 6800H 32GB DDR5 1TB SSD RTX3060-6GB 16.0 WUXGA IPS 165HZ SCREENPAD PKRGB NP WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Black,32GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp24.999.000
ASUS ROG ZEPHYRUS DUO 16 GX650RM AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3060-6GB 16.0 WUXGA IPS 165HZ SCREENPAD PKRGB NP WIN11HOME BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Black,16GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp23.999.000
ASUS ROG ZEPHYRUS DUO 16 GX650PZ R948M6TO AMD RYZEN 9 7945HX 32GB 2TB SSD RTX4080-16GB NEBULA 16.0 MINI LED WQXGA 240HZ PKRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,AMD Ryzen 9,2TB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp74.499.000
ASUS ROG ZEPHYRUS DUO 15 SE GX551QM AMD RYZEN 7 5800H 32GB 2TB NVME RTX3060-6GB 15.6″ FHD 300HZ IPS TOUCH RGB WIN10HOME BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,2TB,16 Inch,Black,32GB,,,Windows 10 Home,Asus,Touchscreen,Rp23.299.000
ASUS ROG ZEPHYRUS DUO 15 SE GX551QM AMD RYZEN 7 5800H 32GB 1TB SSD RTX3060-6GB 15.6″ FHD 300HZ IPS TOUCH RGB WIN10HOME BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Black,32GB,,,Windows 10 Home,Asus,Touchscreen,Rp22.399.000
ASUS ROG ZEPHYRUS DUO 15 SE GX551QM AMD RYZEN 7 5800H 16GB 2TB NVME RTX3060-6GB 15.6″ FHD 300HZ IPS TOUCH RGB WIN10HOME BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,2TB,16 Inch,Black,16GB,,,Windows 10 Home,Asus,Touchscreen,Rp22.899.000
ASUS ROG ZEPHYRUS DUO 15 SE GX551QM AMD RYZEN 7 5800H 16GB 1TB SSD RTX3060-6GB 15.6″ FHD 300HZ IPS TOUCH RGB WIN10HOME BLACK,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Black,16GB,,,Windows 10 Home,Asus,Touchscreen,Rp21.499.000
ASUS ROG STRIX SCAR G533ZW I97RC6TO INTEL I9 12900H 32GB 1TB SSD RTX3080TI-16GB 15.6 FHD IPS 240HZ PKRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3080TI,SSD,Intel Core i9,1TB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp59.799.000
ASUS ROG STRIX SCAR G533ZW I97RC6TO INTEL I9 12900H 32GB 1TB SSD RTX3070TI-8GB 15.6 FHD IPS 240HZ PKRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,Intel Core i9,1TB,16 Inch,Black,8GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp41.799.000
ASUS ROG STRIX SCAR G533ZM I936D6TO INTEL I9 12900H 16GB 1TB SSD RTX3060-6GB 15.6 FHD IPS 300HZ PKRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp27.899.000
ASUS ROG STRIX SCAR G533ZM I736D7TO INTEL I7 12700H 16GB 512GB RTX3060-6GB 15.6 FHD IPS 300HZ PKRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp26.599.000
ASUS ROG STRIX SCAR G17 G733ZM I936H6TO INTEL I9 12900H 16GB 1TB SSD RTX3060-6GB 17.3 FHD IPS 360HZ PKRGB WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,Intel Core i9,1TB,17 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp31.499.000
ASUS ROG STRIX SCAR G17 G733PZ R948C6TO AMD RYZEN 9 7945HX 32GB 2TB SSD RTX4080-12GB 17.3 QHD IPS 240HZ PKRGB NP WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,AMD Ryzen 9,2TB,17 Inch,Black,32GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp60.899.000
ASUS ROG STRIX SCAR G16 G634JZ I948M6TO INTEL I9 13980HX 32GB 2TB SSD RTX4080-12GB NEBBULA 16.0 WQXGA IPS 240HZ PKRGB NP WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,2TB,16 Inch,Black,32GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp65.999.000
ASUS ROG STRIX SCAR G16 G634JY I949M6TO INTEL I9 13980HX 32GB 2TB SSD RTX4090-16GB NEBBULA 16.0 WQXGA IPS 240HZ PKRGB NP WIN11HOME + OHS BLACK,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4090,SSD,Intel Core i9,2TB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp71.399.000
ASUS ROG STRIX G18 G814JV I746J6GO INTEL I7 13650HX 16GB DDR5 512GB RTX4060-8GB 18.0 WUXGA IPS 165HZ PKRGB NP WIN11HOME + OHS ECLIPSE GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,512GB,18 Inch,Grey,8GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp30.999.000
ASUS ROG STRIX G18 G814JU I745J6GO INTEL I7 13650HX 16GB DDR5 512GB RTX4050-6GB 18.0 WUXGA IPS 165HZ PKRGB NP WIN11HOME + OHS ECLIPSE GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,18 Inch,Grey,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp26.999.000
ASUS ROG STRIX G17 G713RW R97RH6GO AMD RYZEN 9 6900H 32GB DDR5 1TB SSD RTX3070TI-8GB 17.3 FHD IPS 360HZ PKRGB WIN11HOME + OHS ECLIPSE GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3070TI,SSD,AMD Ryzen 9,1TB,17 Inch,Grey,8GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp36.699.000
ASUS ROG STRIX G17 G713RM R736H6GO AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3060-6GB 17.3 FHD IPS 360HZ PKRGB WIN11HOME + OHS ECLIPSE GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,512GB,17 Inch,Grey,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp23.199.000
ASUS ROG STRIX G17 G713RC R735B7GO AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050-4GB 17.3 FHD IPS 144HZ RGB WIN11HOME + OHS ECLIPSE GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX3050,SSD,AMD Ryzen 7,512GB,17 Inch,Grey,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp18.599.000
ASUS ROG STRIX G16 G614JZ I748C6GO INTEL I9 13980HX 32GB DDR5 1TB SSD RTX4080-12GB NEBULA 16.0 WQXGA IPS 240HZ PKRGB WIN11HOME ECLIPSE GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4080,SSD,Intel Core i9,1TB,16 Inch,Grey,32GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp49.799.000
ASUS ROG STRIX G16 G614JV INTEL I7 13650HX 32GB DDR5 512GB RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB WIN11HOME GRAY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,512GB,16 Inch,Grey,8GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp24.799.000
ASUS ROG STRIX G16 G614JV INTEL I7 13650HX 32GB DDR5 2TB SSD RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB WIN11HOME GRAY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,2TB,16 Inch,Grey,8GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp26.299.000
ASUS ROG STRIX G16 G614JV INTEL I7 13650HX 32GB DDR5 1TB SSD RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB WIN11HOME GRAY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Grey,8GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp25.499.000
ASUS ROG STRIX G16 G614JV INTEL I7 13650HX 16GB DDR5 512GB RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB WIN11HOME GRAY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,512GB,16 Inch,Grey,8GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp23.999.000
ASUS ROG STRIX G16 G614JV INTEL I7 13650HX 16GB DDR5 2TB SSD RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB WIN11HOME GRAY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,2TB,16 Inch,Grey,8GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp25.499.000
ASUS ROG STRIX G16 G614JV INTEL I7 13650HX 16GB DDR5 1TB SSD RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB WIN11HOME GRAY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Grey,8GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp24.699.000
ASUS ROG STRIX G16 G614JV I746J7GO INTEL I7 13650HX 16GB DDR5 1TB SSD RTX4060-8GB 16.0 WUXGA IPS 165HZ 4ZRGB NP WIN11HOME + OHS VOLT GREEN,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4060,SSD,Intel Core i7,1TB,16 Inch,Green,8GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp30.199.000
ASUS ROG STRIX G16 G614JU I745J6RO INTEL I7 13650HX 16GB DDR5 512GB RTX4050-6GB 16.0 WUXGA IPS 165HZ 4ZRGB NP WIN11HOME + OHS VOLT GREEN,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,16 Inch,Green,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp25.199.000
ASUS ROG STRIX G16 G614JU I745J6-O INTEL I7 13650HX 16GB DDR5 512GB RTX4050-6GB 16.0 WUXGA IPS 165HZ 4ZRGB NP WIN11HOME + OHS,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i7,512GB,16 Inch,Black,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp24.999.000
ASUS ROG STRIX G16 G614JU I545J6GO INTEL I5 13540HX 16GB DDR5 512GB RTX4050-6GB 16.0 WUXGA IPS 165HZ 4ZRGB NP WIN11HOME + OHS ECLIPSE GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4050,SSD,Intel Core i5,512GB,16 Inch,Grey,16GB,,Gratis,Windows 11 Home,Asus,Non Touchscreen,Rp22.499.000
ASUS ROG STRIX G16 G614JI I947C6GO INTEL I9 13980HX 32GB DDR5 1TB SSD RTX4070-8GB 16.0 WQXGA IPS 240HZ PKRGB WIN11HOME ECLIPSE GREY,5 kg,40 × 20 × 10 cm,ASUS 2 YEAR + 1 YEAR PERFECT (SERVICE & SPAREPART),NVIDIA RTX4070,SSD,Intel Core i9,1TB,16 Inch,Grey,8GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp40.899.000
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 32GB DDR5 2TB SSD RTX3060-6GB 15.6 WQHD IPS 165HZ PKRGB WIN11HOME ECLIPSE GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,32GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp19.899.000
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 32GB DDR5 2TB SSD RTX3060-6GB 15.6 FHD IPS 300HZ PKRGB WIN11HOME ECLIPSE GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,32GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp20.199.000
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 32GB DDR5 1TB SSD RTX3060-6GB 15.6 WQHD IPS 165HZ PKRGB WIN11HOME ECLIPSE GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,32GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp19.099.000
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 32GB DDR5 1TB SSD RTX3060-6GB 15.6 FHD IPS 300HZ PKRGB WIN11HOME ECLIPSE GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,32GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp19.399.000
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 16GB DDR5 2TB SSD RTX3060-6GB 15.6 WQHD IPS 165HZ PKRGB WIN11HOME ECLIPSE GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,16GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp19.099.000
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 16GB DDR5 2TB SSD RTX3060-6GB 15.6 FHD IPS 300HZ PKRGB WIN11HOME ECLIPSE GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,2TB,16 Inch,Grey,16GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp19.299.000
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3060-6GB 15.6 WQHD IPS 165HZ PKRGB WIN11HOME ECLIPSE GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp18.299.000
ASUS ROG STRIX G15 G513RM AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3060-6GB 15.6 FHD IPS 300HZ PKRGB WIN11HOME ECLIPSE GREY,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RTX3060,SSD,AMD Ryzen 7,1TB,16 Inch,Grey,16GB,,,Windows 11 Home,Asus,Non Touchscreen,Rp18.499.000
ASUS ROG STRIX G15 G513QY AMD RYZEN 9 5900HX 32GB 2TB SSD RX6800-12GB 15.6 FHD IPS 300HZ RGB WIN10HOME BLACK ADVANTAGE EDITION,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RX6800,SSD,AMD Ryzen 9,2TB,16 Inch,Black,32GB,,,Windows 10 Home,Asus,Non Touchscreen,Rp19.999.000
ASUS ROG STRIX G15 G513QY AMD RYZEN 9 5900HX 32GB 1TB SSD RX6800-12GB 15.6 FHD IPS 300HZ RGB WIN10HOME BLACK ADVANTAGE EDITION,5 kg,40 × 20 × 10 cm,DISTRIBUTOR 1 YEAR (SERVICE & SPAREPART),NVIDIA RX6800,SSD,AMD Ryzen 9,1TB,16 Inch,Black,32GB,,,Windows 10 Home,Asus,Non Touchscreen,Rp18.999.000
